Movie_id,Title,import_feat
186,Billy Lynn's Long Halftime Walk," Joe Alwyn, Garrett Hedlund, Arturo Castro, Mason Lee Ang Lee Drama,War Billy Lynn's Long Halftime Walk"
187,Crimson Peak," Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam Guillermo del Toro Drama,Fantasy,Horror Crimson Peak"
188,Drive," Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks Nicolas Winding Refn Crime,Drama Drive"
189,Trainwreck," Amy Schumer, Bill Hader, Brie Larson, Colin Quinn Judd Apatow Comedy,Drama,Romance Trainwreck"
190,The Light Between Oceans," Michael Fassbender, Alicia Vikander, Rachel Weisz, Florence Clery Derek Cianfrance Drama,Romance The Light Between Oceans"
191,Below Her Mouth," Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen April Mullen Drama Below Her Mouth"
192,Spotlight," Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber Tom McCarthy Crime,Drama,History Spotlight"
193,Morgan," Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare Luke Scott Horror,Sci-Fi,Thriller Morgan"
194,Warrior," Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison Gavin O'Connor Action,Drama,Sport Warrior"
195,Captain America: The First Avenger," Chris Evans, Hugo Weaving, Samuel L. Jackson,Hayley Atwell Joe Johnston Action,Adventure,Sci-Fi Captain America: The First Avenger"
196,Hacker," Callan McAuliffe, Lorraine Nicholson, Daniel Eric Gold, Clifton Collins Jr. Akan Satayev Crime,Drama,Thriller Hacker"
197,Into the Wild," Emile Hirsch, Vince Vaughn, Catherine Keener, Marcia Gay Harden Sean Penn Adventure,Biography,Drama Into the Wild"
198,The Imitation Game," Benedict Cumberbatch, Keira Knightley, Matthew Goode, Allen Leech Morten Tyldum Biography,Drama,Thriller The Imitation Game"
199,Central Intelligence," Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan Rawson Marshall Thurber Action,Comedy,Crime Central Intelligence"
200,Edge of Tomorrow," Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson Doug Liman Action,Adventure,Sci-Fi Edge of Tomorrow"
201,A Cure for Wellness," Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi Gore Verbinski Drama,Fantasy,Horror A Cure for Wellness"
202,Snowden," Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo,Zachary Quinto Oliver Stone Biography,Drama,Thriller Snowden"
203,Iron Man," Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges Jon Favreau Action,Adventure,Sci-Fi Iron Man"
204,Allegiant," Shailene Woodley, Theo James, Jeff Daniels,Naomi Watts Robert Schwentke Action,Adventure,Mystery Allegiant"
205,X: First Class," James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon Matthew Vaughn Action,Adventure,Sci-Fi X: First Class"
206,Raw (II)," Garance Marillier, Ella Rumpf, Rabah Nait Oufella,Laurent Lucas Julia Ducournau Drama,Horror Raw (II)"
207,Paterson," Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji Jim Jarmusch Comedy,Drama,Romance Paterson"
208,Bridesmaids," Kristen Wiig, Maya Rudolph, Rose Byrne, Terry Crews Paul Feig Comedy,Romance Bridesmaids"
209,The Girl with All the Gifts," Gemma Arterton, Glenn Close, Dominique Tipper,Paddy Considine Colm McCarthy Drama,Horror,Thriller The Girl with All the Gifts"
210,San Andreas," Dwayne Johnson, Carla Gugino, Alexandra Daddario,Colton Haynes Brad Peyton Action,Adventure,Drama San Andreas"
211,Spring Breakers," Vanessa Hudgens, Selena Gomez, Ashley Benson,Rachel Korine Harmony Korine Drama Spring Breakers"
212,Transformers," Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson Michael Bay Action,Adventure,Sci-Fi Transformers"
213,Old Boy," Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley Spike Lee Action,Drama,Mystery Old Boy"
214,Thor: The Dark World," Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård Alan Taylor Action,Adventure,Fantasy Thor: The Dark World"
215,Gods of Egypt," Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman Alex Proyas Action,Adventure,Fantasy Gods of Egypt"
216,Captain America: The Winter Soldier," Chris Evans, Samuel L. Jackson,Scarlett Johansson, Robert Redford Anthony Russo Action,Adventure,Sci-Fi Captain America: The Winter Soldier"
217,Monster Trucks," Lucas Till, Jane Levy, Thomas Lennon, Barry Pepper Chris Wedge Action,Adventure,Comedy Monster Trucks"
218,A Dark Song," Mark Huberman, Susan Loughnane, Steve Oram,Catherine Walker Liam Gavin Drama,Horror A Dark Song"
219,Kick-Ass," Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown Matthew Vaughn Action,Comedy Kick-Ass"
220,Hardcore Henry," Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovsky Ilya Naishuller Action,Adventure,Sci-Fi Hardcore Henry"
221,Cars," Owen Wilson, Bonnie Hunt, Paul Newman, Larry the Cable Guy John Lasseter Animation,Adventure,Comedy Cars"
222,It Follows," Maika Monroe, Keir Gilchrist, Olivia Luccardi,Lili Sepe David Robert Mitchell Horror,Mystery It Follows"
223,The Girl with the Dragon Tattoo," Daniel Craig, Rooney Mara, Christopher Plummer,Stellan Skarsgård David Fincher Crime,Drama,Mystery The Girl with the Dragon Tattoo"
224,We're the Millers," Jason Sudeikis, Jennifer Aniston, Emma Roberts, Ed Helms Rawson Marshall Thurber Comedy,Crime We're the Millers"
225,American Honey," Sasha Lane, Shia LaBeouf, Riley Keough, McCaul Lombardi Andrea Arnold Drama American Honey"
226,The Lobster," Colin Farrell, Rachel Weisz, Jessica Barden,Olivia Colman Yorgos Lanthimos Comedy,Drama,Romance The Lobster"
227,Predators," Adrien Brody, Laurence Fishburne, Topher Grace,Alice Braga Nimród Antal Action,Adventure,Sci-Fi Predators"
228,Maleficent," Angelina Jolie, Elle Fanning, Sharlto Copley,Lesley Manville Robert Stromberg Action,Adventure,Family Maleficent"
229,Rupture," Noomi Rapace, Michael Chiklis, Kerry Bishé,Peter Stormare Steven Shainberg Horror,Sci-Fi,Thriller Rupture"
230,Pan's Labyrinth," Ivana Baquero, Ariadna Gil, Sergi López,Maribel Verdú Guillermo del Toro Drama,Fantasy,War Pan's Labyrinth"
231,A Kind of Murder," Patrick Wilson, Jessica Biel, Haley Bennett, Vincent Kartheiser Andy Goddard Crime,Drama,Thriller A Kind of Murder"
232,Apocalypto," Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández,Rudy Youngblood Mel Gibson Action,Adventure,Drama Apocalypto"
233,Mission: Impossible - Rogue Nation," Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg Christopher McQuarrie Action,Adventure,Thriller Mission: Impossible - Rogue Nation"
234,The Huntsman: Winter's War," Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt Cedric Nicolas-Troyan Action,Adventure,Drama The Huntsman: Winter's War"
235,The Perks of Being a Wallflower," Logan Lerman, Emma Watson, Ezra Miller, Paul Rudd Stephen Chbosky Drama,Romance The Perks of Being a Wallflower"
236,Jackie," Natalie Portman, Peter Sarsgaard, Greta Gerwig,Billy Crudup Pablo Larraín Biography,Drama,History Jackie"
237,The Disappointments Room," Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till D.J. Caruso Drama,Horror,Thriller The Disappointments Room"
238,The Grand Budapest Hotel," Ralph Fiennes, F. Murray Abraham, Mathieu Amalric,Adrien Brody Wes Anderson Adventure,Comedy,Drama The Grand Budapest Hotel"
239,The Host," Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger Andrew Niccol Action,Adventure,Romance The Host"
240,Fury," Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña David Ayer Action,Drama,War Fury"
241,Inside Out," Amy Poehler, Bill Hader, Lewis Black, Mindy Kaling Pete Docter Animation,Adventure,Comedy Inside Out"
242,Rock Dog," Luke Wilson, Eddie Izzard, J.K. Simmons, Lewis Black Ash Brannon Animation,Adventure,Comedy Rock Dog"
243,Terminator Genisys," Arnold Schwarzenegger, Jason Clarke, Emilia Clarke,Jai Courtney Alan Taylor Action,Adventure,Sci-Fi Terminator Genisys"
244,Percy Jackson & the Olympians: The Lightning Thief," Logan Lerman, Kevin McKidd, Steve Coogan,Brandon T. Jackson Chris Columbus Adventure,Family,Fantasy Percy Jackson & the Olympians: The Lightning Thief"
245,Les Misérables," Hugh Jackman, Russell Crowe, Anne Hathaway,Amanda Seyfried Tom Hooper Drama,Musical,Romance Les Misérables"
246,Children of Men," Julianne Moore, Clive Owen, Chiwetel Ejiofor,Michael Caine Alfonso Cuarón Drama,Sci-Fi,Thriller Children of Men"
247,20th Century Women," Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup Mike Mills Comedy,Drama 20th Century Women"
248,Spy," Melissa McCarthy, Rose Byrne, Jude Law, Jason Statham Paul Feig Action,Comedy,Crime Spy"
249,The Intouchables," François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot Olivier Nakache Biography,Comedy,Drama The Intouchables"
250,Bonjour Anne," Diane Lane, Alec Baldwin, Arnaud Viard, Linda Gegusch Eleanor Coppola Comedy,Drama,Romance Bonjour Anne"
251,Kynodontas," Christos Stergioglou, Michele Valley, Angeliki Papoulia, Hristos Passalis Yorgos Lanthimos Drama,Thriller Kynodontas"
252,Straight Outta Compton," O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell,Neil Brown Jr. F. Gary Gray Biography,Drama,History Straight Outta Compton"
253,The Amazing Spider-Man 2," Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti Marc Webb Action,Adventure,Sci-Fi The Amazing Spider-Man 2"
254,The Conjuring," Patrick Wilson, Vera Farmiga, Ron Livingston, Lili Taylor James Wan Horror,Mystery,Thriller The Conjuring"
255,The Hangover," Zach Galifianakis, Bradley Cooper, Justin Bartha, Ed Helms Todd Phillips Comedy The Hangover"
256,Battleship," Alexander Skarsgård, Brooklyn Decker, Liam Neeson,Rihanna Peter Berg Action,Adventure,Sci-Fi Battleship"
257,Rise of the Planet of the Apes," James Franco, Andy Serkis, Freida Pinto, Karin Konoval Rupert Wyatt Action,Drama,Sci-Fi Rise of the Planet of the Apes"
258,Lights Out," Teresa Palmer, Gabriel Bateman, Maria Bello,Billy Burke David F. Sandberg Horror Lights Out"
259,Norman: The Moderate Rise and Tragic Fall of a New York Fixer," Richard Gere, Lior Ashkenazi, Michael Sheen,Charlotte Gainsbourg Joseph Cedar Drama,Thriller Norman: The Moderate Rise and Tragic Fall of a New York Fixer"
260,Birdman or (The Unexpected Virtue of Ignorance)," Michael Keaton, Zach Galifianakis,Edward Norton, Andrea Riseborough Alejandro González Iñárritu Comedy,Drama,Romance Birdman or (The Unexpected Virtue of Ignorance)"
261,Black Swan," Natalie Portman, Mila Kunis, Vincent Cassel,Winona Ryder Darren Aronofsky Drama,Thriller Black Swan"
262,Dear White People," Tyler James Williams, Tessa Thompson, Kyle Gallner,Teyonah Parris Justin Simien Comedy,Drama Dear White People"
263,Nymphomaniac: Vol. I," Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf Lars von Trier Drama Nymphomaniac: Vol. I"
264,Teenage Mutant Ninja Turtles: Out of the Shadows," Megan Fox, Will Arnett, Tyler Perry, Laura Linney Dave Green Action,Adventure,Comedy Teenage Mutant Ninja Turtles: Out of the Shadows"
265,Knock Knock," Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns Eli Roth Drama,Horror,Thriller Knock Knock"
266,Dirty Grandpa," Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza Dan Mazer Comedy Dirty Grandpa"
267,Cloud Atlas," Tom Hanks, Halle Berry, Hugh Grant, Hugo Weaving Tom Tykwer Drama,Sci-Fi Cloud Atlas"
268,X-Men Origins: Wolverine," Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston Gavin Hood Action,Adventure,Sci-Fi X-Men Origins: Wolverine"
269,Satanic," Sarah Hyland, Steven Krueger, Justin Chon, Clara Mamet Jeffrey G. Hunt Horror Satanic"
270,Skyfall," Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench Sam Mendes Action,Adventure,Thriller Skyfall"
271,The Hobbit: An Unexpected Journey," Martin Freeman, Ian McKellen, Richard Armitage,Andy Serkis Peter Jackson Adventure,Fantasy The Hobbit: An Unexpected Journey"
272,21 Jump Street," Jonah Hill, Channing Tatum, Ice Cube,Brie Larson Phil Lord Action,Comedy,Crime 21 Jump Street"
273,Sing Street," Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor John Carney Comedy,Drama,Music Sing Street"
274,Ballerina," Elle Fanning, Dane DeHaan, Carly Rae Jepsen, Maddie Ziegler Eric Summer Animation,Adventure,Comedy Ballerina"
275,Oblivion," Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko Joseph Kosinski Action,Adventure,Mystery Oblivion"
276,22 Jump Street," Channing Tatum, Jonah Hill, Ice Cube,Nick Offerman Phil Lord Action,Comedy,Crime 22 Jump Street"
277,Zodiac," Jake Gyllenhaal, Robert Downey Jr., Mark Ruffalo,Anthony Edwards David Fincher Crime,Drama,History Zodiac"
278,Everybody Wants Some!!," Blake Jenner, Tyler Hoechlin, Ryan Guzman,Zoey Deutch Richard Linklater Comedy Everybody Wants Some!!"
279,Iron Man Three," Robert Downey Jr., Guy Pearce, Gwyneth Paltrow,Don Cheadle Shane Black Action,Adventure,Sci-Fi Iron Man Three"
280,Now You See Me," Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson Louis Leterrier Crime,Mystery,Thriller Now You See Me"
281,Sherlock Holmes," Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong Guy Ritchie Action,Adventure,Crime Sherlock Holmes"
282,Death Proof," Kurt Russell, Zoë Bell, Rosario Dawson, Vanessa Ferlito Quentin Tarantino Thriller Death Proof"
283,The Danish Girl," Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw Tom Hooper Biography,Drama,Romance The Danish Girl"
284,Hercules," Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes Brett Ratner Action,Adventure Hercules"
285,Sucker Punch," Emily Browning, Vanessa Hudgens, Abbie Cornish,Jena Malone Zack Snyder Action,Fantasy Sucker Punch"
286,Keeping Up with the Joneses," Zach Galifianakis, Isla Fisher, Jon Hamm, Gal Gadot Greg Mottola Action,Comedy Keeping Up with the Joneses"
287,Jupiter Ascending," Channing Tatum, Mila Kunis,Eddie Redmayne, Sean Bean Lana Wachowski Action,Adventure,Sci-Fi Jupiter Ascending"
288,Masterminds," Zach Galifianakis, Kristen Wiig, Owen Wilson, Ross Kimball Jared Hess Action,Comedy,Crime Masterminds"
289,Iris," Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin Jalil Lespert Thriller Iris"
290,Busanhaeng," Yoo Gong, Soo-an Kim, Yu-mi Jung, Dong-seok Ma Sang-ho Yeon Action,Drama,Horror Busanhaeng"
291,Pitch Perfect," Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp Jason Moore Comedy,Music,Romance Pitch Perfect"
292,Neighbors 2: Sorority Rising," Seth Rogen, Rose Byrne, Zac Efron, Chloë Grace Moretz Nicholas Stoller Comedy Neighbors 2: Sorority Rising"
293,The Exception," Lily James, Jai Courtney, Christopher Plummer, Loïs van Wijk David Leveaux Drama The Exception"
294,Man of Steel," Henry Cavill, Amy Adams, Michael Shannon, Diane Lane Zack Snyder Action,Adventure,Fantasy Man of Steel"
295,The Choice," Benjamin Walker, Teresa Palmer, Alexandra Daddario,Maggie Grace Ross Katz Drama,Romance The Choice"
296,Ice Age: Collision Course," Ray Romano, Denis Leary, John Leguizamo, Chris Wedge Mike Thurmeier Animation,Adventure,Comedy Ice Age: Collision Course"
297,The Devil Wears Prada," Anne Hathaway, Meryl Streep, Adrian Grenier, Emily Blunt David Frankel Comedy,Drama The Devil Wears Prada"
298,The Infiltrator," Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan Brad Furman Biography,Crime,Drama The Infiltrator"
299,There Will Be Blood," Daniel Day-Lewis, Paul Dano, Ciarán Hinds,Martin Stringer Paul Thomas Anderson Drama,History There Will Be Blood"
300,The Equalizer," Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour Antoine Fuqua Action,Crime,Thriller The Equalizer"
301,Lone Survivor," Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster Peter Berg Action,Biography,Drama Lone Survivor"
302,The Cabin in the Woods," Kristen Connolly, Chris Hemsworth, Anna Hutchison,Fran Kranz Drew Goddard Horror The Cabin in the Woods"
303,The House Bunny," Anna Faris, Colin Hanks, Emma Stone, Kat Dennings Fred Wolf Comedy,Romance The House Bunny"
304,She's Out of My League," Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel Jim Field Smith Comedy,Romance She's Out of My League"
305,Inherent Vice," Joaquin Phoenix, Josh Brolin, Owen Wilson,Katherine Waterston Paul Thomas Anderson Comedy,Crime,Drama Inherent Vice"
306,Alice Through the Looking Glass," Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway James Bobin Adventure,Family,Fantasy Alice Through the Looking Glass"
307,Vincent N Roxxy," Emile Hirsch, Zoë Kravitz, Zoey Deutch,Emory Cohen Gary Michael Schultz Crime,Drama,Thriller Vincent N Roxxy"
308,The Fast and the Furious: Tokyo Drift," Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette Justin Lin Action,Crime,Thriller The Fast and the Furious: Tokyo Drift"
309,How to Be Single," Dakota Johnson, Rebel Wilson, Leslie Mann, Alison Brie Christian Ditter Comedy,Romance How to Be Single"
310,The Blind Side," Quinton Aaron, Sandra Bullock, Tim McGraw,Jae Head John Lee Hancock Biography,Drama,Sport The Blind Side"
311,La vie d'Adèle," Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Aurélien Recoing Abdellatif Kechiche Drama,Romance La vie d'Adèle"
312,The Babadook," Essie Davis, Noah Wiseman, Daniel Henshall, Hayley McElhinney Jennifer Kent Drama,Horror The Babadook"
313,The Hobbit: The Battle of the Five Armies," Ian McKellen, Martin Freeman, Richard Armitage,Cate Blanchett Peter Jackson Adventure,Fantasy The Hobbit: The Battle of the Five Armies"
314,Harry Potter and the Order of the Phoenix," Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson David Yates Adventure,Family,Fantasy Harry Potter and the Order of the Phoenix"
315,Snowpiercer," Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris Bong Joon Ho Action,Drama,Sci-Fi Snowpiercer"
316,The 5th Wave," Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez,Bailey Anne Borders J Blakeson Action,Adventure,Sci-Fi The 5th Wave"
317,The Stakelander," Connor Paolo, Nick Damici, Laura Abramsen, A.C. Peterson Dan Berk Action,Horror The Stakelander"
318,The Visit," Olivia DeJonge, Ed Oxenbould, Deanna Dunagan, Peter McRobbie M. Night Shyamalan Comedy,Horror,Thriller The Visit"
319,Fast Five," Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster Justin Lin Action,Crime,Thriller Fast Five"
320,Step Up," Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington Anne Fletcher Crime,Drama,Music Step Up"
321,Lovesong," Riley Keough, Jena Malone, Jessie Ok Gray, Cary Joji Fukunaga So Yong Kim Drama Lovesong"
322,RocknRolla," Gerard Butler, Tom Wilkinson, Idris Elba, Thandie Newton Guy Ritchie Action,Crime,Thriller RocknRolla"
323,In Time," Justin Timberlake, Amanda Seyfried, Cillian Murphy,Olivia Wilde Andrew Niccol Action,Sci-Fi,Thriller In Time"
324,The Social Network," Jesse Eisenberg, Andrew Garfield, Justin Timberlake,Rooney Mara David Fincher Biography,Drama The Social Network"
325,The Last Witch Hunter," Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson Breck Eisner Action,Adventure,Fantasy The Last Witch Hunter"
326,Victor Frankenstein," Daniel Radcliffe, James McAvoy, Jessica Brown Findlay, Andrew Scott Paul McGuigan Drama,Horror,Sci-Fi Victor Frankenstein"
327,A Street Cat Named Bob," Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt Roger Spottiswoode Biography,Comedy,Drama A Street Cat Named Bob"
328,Green Room," Anton Yelchin, Imogen Poots, Alia Shawkat,Patrick Stewart Jeremy Saulnier Crime,Horror,Thriller Green Room"
329,Blackhat," Chris Hemsworth, Viola Davis, Wei Tang, Leehom Wang Michael Mann Crime,Drama,Mystery Blackhat"
330,Storks," Andy Samberg, Katie Crown,Kelsey Grammer, Jennifer Aniston Nicholas Stoller Animation,Adventure,Comedy Storks"
331,American Sniper," Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis Clint Eastwood Action,Biography,Drama American Sniper"
332,Dallas Buyers Club," Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn Jean-Marc Vallée Biography,Drama Dallas Buyers Club"
333,Lincoln," Daniel Day-Lewis, Sally Field, David Strathairn,Joseph Gordon-Levitt Steven Spielberg Biography,Drama,History Lincoln"
334,Rush," Daniel Brühl, Chris Hemsworth, Olivia Wilde,Alexandra Maria Lara Ron Howard Action,Biography,Drama Rush"
335,Before I Wake," Kate Bosworth, Thomas Jane, Jacob Tremblay,Annabeth Gish Mike Flanagan Drama,Fantasy,Horror Before I Wake"
336,Silver Linings Playbook," Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver David O. Russell Comedy,Drama,Romance Silver Linings Playbook"
337,Tracktown," Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley Alexi Pappas Drama,Sport Tracktown"
338,The Fault in Our Stars," Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern Josh Boone Drama,Romance The Fault in Our Stars"
339,Blended," Adam Sandler, Drew Barrymore, Wendi McLendon-Covey, Kevin Nealon Frank Coraci Comedy,Romance Blended"
340,Fast & Furious," Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster Justin Lin Action,Crime,Thriller Fast & Furious"
341,Looper," Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano Rian Johnson Action,Crime,Drama Looper"
342,White House Down," Channing Tatum, Jamie Foxx, Maggie Gyllenhaal,Jason Clarke Roland Emmerich Action,Drama,Thriller White House Down"
343,Pete's Dragon," Bryce Dallas Howard, Robert Redford, Oakes Fegley,Oona Laurence David Lowery Adventure,Family,Fantasy Pete's Dragon"
344,Spider-Man 3," Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church Sam Raimi Action,Adventure Spider-Man 3"
345,The Three Musketeers," Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich Paul W.S. Anderson Action,Adventure,Romance The Three Musketeers"
346,Stardust," Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen Matthew Vaughn Adventure,Family,Fantasy Stardust"
347,American Hustle," Christian Bale, Amy Adams, Bradley Cooper,Jennifer Lawrence David O. Russell Crime,Drama American Hustle"
348,Jennifer's Body," Megan Fox, Amanda Seyfried, Adam Brody, Johnny Simmons Karyn Kusama Comedy,Horror Jennifer's Body"
349,Midnight in Paris," Owen Wilson, Rachel McAdams, Kathy Bates, Kurt Fuller Woody Allen Comedy,Fantasy,Romance Midnight in Paris"
350,Lady Macbeth," Florence Pugh, Christopher Fairbank, Cosmo Jarvis, Naomi Ackie William Oldroyd Drama Lady Macbeth"
351,Joy," Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez David O. Russell Drama Joy"
352,The Dressmaker," Kate Winslet, Judy Davis, Liam Hemsworth,Hugo Weaving Jocelyn Moorhouse Comedy,Drama The Dressmaker"
353,Café Society," Jesse Eisenberg, Kristen Stewart, Steve Carell, Blake Lively Woody Allen Comedy,Drama,Romance Café Society"
354,Insurgent," Shailene Woodley, Ansel Elgort, Theo James,Kate Winslet Robert Schwentke Adventure,Sci-Fi,Thriller Insurgent"
355,Seventh Son," Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander Sergei Bodrov Action,Adventure,Fantasy Seventh Son"
356,Demain tout commence," Omar Sy, Clémence Poésy, Antoine Bertrand, Ashley Walters Hugo Gélin Comedy,Drama Demain tout commence"
357,The Theory of Everything," Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry James Marsh Biography,Drama,Romance The Theory of Everything"
358,This Is the End," James Franco, Jonah Hill, Seth Rogen,Jay Baruchel Evan Goldberg Comedy,Fantasy This Is the End"
359,About Time," Domhnall Gleeson, Rachel McAdams, Bill Nighy,Lydia Wilson Richard Curtis Comedy,Drama,Fantasy About Time"
360,Step Brothers," Will Ferrell, John C. Reilly, Mary Steenburgen,Richard Jenkins Adam McKay Comedy Step Brothers"
361,Clown," Andy Powers, Laura Allen, Peter Stormare, Christian Distefano Jon Watts Horror,Thriller Clown"
362,Star Trek Into Darkness," Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch J.J. Abrams Action,Adventure,Sci-Fi Star Trek Into Darkness"
363,Zombieland," Jesse Eisenberg, Emma Stone, Woody Harrelson,Abigail Breslin Ruben Fleischer Adventure,Comedy,Horror Zombieland"
364,"Hail, Caesar!"," Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes Ethan Coen Comedy,Mystery Hail, Caesar!"
365,Slumdog Millionaire," Dev Patel, Freida Pinto, Saurabh Shukla, Anil Kapoor Danny Boyle Drama Slumdog Millionaire"
366,The Twilight Saga: Breaking Dawn - Part 2," Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli Bill Condon Adventure,Drama,Fantasy The Twilight Saga: Breaking Dawn - Part 2"
367,American Wrestler: The Wizard," William Fichtner, Jon Voight, Lia Marie Johnson,Gabriel Basso Alex Ranarivelo Drama,Sport American Wrestler: The Wizard"
368,The Amazing Spider-Man," Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan Marc Webb Action,Adventure The Amazing Spider-Man"
369,Ben-Hur," Jack Huston, Toby Kebbell, Rodrigo Santoro,Nazanin Boniadi Timur Bekmambetov Action,Adventure,Drama Ben-Hur"
370,Sleight," Jacob Latimore, Seychelle Gabriel, Dulé Hill, Storm Reid J.D. Dillard Action,Drama,Sci-Fi Sleight"
371,The Maze Runner," Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster Wes Ball Action,Mystery,Sci-Fi The Maze Runner"
372,Criminal," Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman Ariel Vromen Action,Crime,Drama Criminal"
373,Wanted," Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp Timur Bekmambetov Action,Crime,Fantasy Wanted"
374,Florence Foster Jenkins," Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson Stephen Frears Biography,Comedy,Drama Florence Foster Jenkins"
375,Collide," Nicholas Hoult, Felicity Jones, Anthony Hopkins, Ben Kingsley Eran Creevy Action,Crime,Thriller Collide"
376,Black Mass," Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton Scott Cooper Biography,Crime,Drama Black Mass"
377,Creed," Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad Ryan Coogler Drama,Sport Creed"
378,Swiss Army Man," Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead, Antonia Ribero Dan Kwan Adventure,Comedy,Drama Swiss Army Man"
379,The Expendables 3," Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas Patrick Hughes Action,Adventure,Thriller The Expendables 3"
